DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
Cofac_haem_bdg	PF04187	Haem-binding uptake, Tiki superfamily, ChaN	NA	NA
CofC	PF01983	Guanylyl transferase CofC like	NA	NA
Cofilin_ADF	PF00241	Cofilin/tropomyosin-type actin-binding protein	0.0004902922141596392	0.000588350656991567
COG2	PF06148	COG (conserved oligomeric Golgi) complex component, COG2	4.902922141596391e-05	4.902922141596391e-05
COG4	PF08318	COG4 transport protein	4.902922141596391e-05	4.902922141596391e-05
COG5	PF10392	Golgi transport complex subunit 5	4.902922141596391e-05	4.902922141596391e-05
COG6	PF06419	Conserved oligomeric complex COG6	4.902922141596391e-05	4.902922141596391e-05
COG7	PF10191	Golgi complex component 7 (COG7)	4.902922141596391e-05	4.902922141596391e-05
Cohesin	PF00963	Cohesin domain	NA	NA
Cohesin_HEAT	PF12765	HEAT repeat associated with sister chromatid cohesion	9.805844283192783e-05	9.805844283192783e-05
Cohesin_load	PF10345	Cohesin loading factor	4.902922141596391e-05	4.902922141596391e-05
CoiA	PF06054	Competence protein CoiA-like family	NA	NA
Coiled	PF05710	Coiled coil	NA	NA
Coiled-coil_56	PF09813	Coiled-coil domain-containing protein 56	4.902922141596391e-05	4.902922141596391e-05
Coilin_N	PF15862	Coilin N-terminus	4.902922141596391e-05	4.902922141596391e-05
Coleoptericin	PF06286	Coleoptericin	NA	NA
COLFI	PF01410	Fibrillar collagen C-terminal domain	0.0005393214355756031	0.0006864090998234948
ColG_sub	PF18496	Collagenase G catalytic helper subdomain	NA	NA
Colicin	PF01024	Colicin pore forming domain	NA	NA
Colicin-DNase	PF12639	DNase/tRNase domain of colicin-like bacteriocin	NA	NA
Colicin_D	PF11429	Colicin D	NA	NA
Colicin_E5	PF12106	Colicin E5 ribonuclease domain	NA	NA
Colicin_Ia	PF11504	Colicin Ia	NA	NA
Colicin_im	PF03857	Colicin immunity protein	NA	NA
Colicin_immun	PF09204	Bacterial self-protective colicin-like immunity	NA	NA
Colicin_M	PF14859	Colicin M	NA	NA
Colicin_Pyocin	PF01320	Colicin immunity protein / pyocin immunity protein	NA	NA
Colicin_V	PF02674	Colicin V production protein	NA	NA
Colipase	PF01114	Colipase, N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Colipase-like	PF15083	Colipase-like	9.805844283192783e-05	0.00014708766424789175
Colipase_C	PF02740	Colipase, C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Collagen	PF01391	Collagen triple helix repeat (20 copies)	0.0037262208276132576	0.01877819180231418
Collagen_bind	PF05737	Collagen binding domain	NA	NA
Collagen_bind_2	PF12904	Putative collagen-binding domain of a collagenase	NA	NA
Collagen_mid	PF15984	Bacterial collagen, middle region	NA	NA
Collar	PF07484	Phage Tail Collar Domain	NA	NA
Collectrin	PF16959	Renal amino acid transporter	9.805844283192783e-05	9.805844283192783e-05
Col_cuticle_N	PF01484	Nematode cuticle collagen N-terminal domain	NA	NA
ComA	PF02679	(2R)-phospho-3-sulfolactate synthase (ComA)	NA	NA
ComC	PF03047	COMC family	NA	NA
ComFB	PF10719	Late competence development protein ComFB	NA	NA
ComGF	PF15980	Putative Competence protein ComGF	NA	NA
ComGG	PF14173	ComG operon protein 7	NA	NA
ComJ	PF11033	Competence protein J (ComJ)	NA	NA
ComK	PF06338	ComK protein	NA	NA
Comm	PF15957	Commissureless	NA	NA
COMMD1_N	PF17221	COMMD1 N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
COMM_domain	PF07258	COMM domain	0.0004902922141596392	0.0004902922141596392
Como_LCP	PF02247	Large coat protein	NA	NA
Como_SCP	PF02248	Small coat protein	NA	NA
COMP	PF11598	Cartilage oligomeric matrix protein	0.00014708766424789175	0.00014708766424789175
COMPASS-Shg1	PF05205	COMPASS (Complex proteins associated with Set1p) component shg1	0.00014708766424789175	0.00014708766424789175
Competence	PF03772	Competence protein	NA	NA
CompInhib_SCIN	PF11546	Staphylococcal complement inhibitor SCIN	NA	NA
Complex1_30kDa	PF00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	4.902922141596391e-05	4.902922141596391e-05
Complex1_49kDa	PF00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	4.902922141596391e-05	4.902922141596391e-05
Complex1_51K	PF01512	Respiratory-chain NADH dehydrogenase 51 Kd subunit	4.902922141596391e-05	4.902922141596391e-05
Complex1_LYR	PF05347	Complex 1 protein (LYR family)	0.0004902922141596392	0.0004902922141596392
Complex1_LYR_1	PF13232	Complex1_LYR-like	NA	NA
Complex1_LYR_2	PF13233	Complex1_LYR-like	4.902922141596391e-05	4.902922141596391e-05
ComP_DUS	PF16732	Type IV minor pilin ComP, DNA uptake sequence receptor	NA	NA
ComR_TPR	PF18710	ComR tetratricopeptide	NA	NA
ComS	PF17584	Bacillus competence protein S	NA	NA
ComX	PF05952	Bacillus competence pheromone ComX	NA	NA
ComZ	PF10815	ComZ	NA	NA
Com_YlbF	PF06133	Control of competence regulator ComK, YlbF/YmcA	NA	NA
Con-6	PF10346	Conidiation protein 6	NA	NA
Condensation	PF00668	Condensation domain	NA	NA
Condensin2nSMC	PF12422	Condensin II non structural maintenance of chromosomes subunit	4.902922141596391e-05	4.902922141596391e-05
Connexin	PF00029	Connexin	0.0010296136497352421	0.00112767209256717
Connexin40_C	PF16791	Connexin 40 C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Connexin43	PF03508	Gap junction alpha-1 protein (Cx43)	4.902922141596391e-05	4.902922141596391e-05
Connexin50	PF03509	Gap junction alpha-8 protein (Cx50)	4.902922141596391e-05	4.902922141596391e-05
Conotoxin	PF02950	Conotoxin	NA	NA
Conotoxin_I2	PF17557	I2-superfamily conotoxins	NA	NA
Consortin_C	PF15281	Consortin C-terminus	4.902922141596391e-05	4.902922141596391e-05
Cons_hypoth698	PF03601	Conserved hypothetical protein 698	NA	NA
Cons_hypoth95	PF03602	Conserved hypothetical protein 95	NA	NA
CooC_C	PF15976	CS1-pili formation C-terminal	NA	NA
COOH-NH2_lig	PF14395	Phage phiEco32-like COOH.NH2 ligase-type 2	NA	NA
CooT	PF10133	CO dehydrogenase accessory protein CooT	NA	NA
COP-gamma_platf	PF08752	Coatomer gamma subunit appendage platform subdomain	9.805844283192783e-05	9.805844283192783e-05
COP23	PF14218	Circadian oscillating protein COP23	NA	NA
CopB	PF05275	Copper resistance protein B precursor (CopB)	NA	NA
CopC	PF04234	CopC domain	NA	NA
CopD	PF05425	Copper resistance protein D	NA	NA
CopG_antitoxin	PF12441	CopG antitoxin of type II toxin-antitoxin system	NA	NA
COPIIcoated_ERV	PF07970	Endoplasmic reticulum vesicle transporter	0.00014708766424789175	0.00014708766424789175
Copine	PF07002	Copine	0.00044126299274367523	0.00044126299274367523
COPI_assoc	PF08507	COPI associated protein	NA	NA
COPI_C	PF06957	Coatomer (COPI) alpha subunit C-terminus	4.902922141596391e-05	4.902922141596391e-05
CopK	PF11525	Copper resistance protein K	NA	NA
Copper-bind	PF00127	Copper binding proteins, plastocyanin/azurin family	NA	NA
Copper-fist	PF00649	Copper fist DNA binding domain	NA	NA
COPR5	PF15340	Cooperator of PRMT5 family	4.902922141596391e-05	4.902922141596391e-05
Coprogen_oxidas	PF01218	Coproporphyrinogen III oxidase	4.902922141596391e-05	4.902922141596391e-05
Coq4	PF05019	Coenzyme Q (ubiquinone) biosynthesis protein Coq4	4.902922141596391e-05	4.902922141596391e-05
COQ7	PF03232	Ubiquinone biosynthesis protein COQ7	4.902922141596391e-05	4.902922141596391e-05
COQ9	PF08511	COQ9	4.902922141596391e-05	4.902922141596391e-05
COR	PF16095	C-terminal of Roc, COR, domain	9.805844283192783e-05	9.805844283192783e-05
Cor1	PF04803	Cor1/Xlr/Xmr conserved region	0.00014708766424789175	0.00014708766424789175
CorA	PF01544	CorA-like Mg2+ transporter protein	NA	NA
Corazonin	PF17308	Pro-corazonin	NA	NA
CorC_HlyC	PF03471	Transporter associated domain	NA	NA
Cornichon	PF03311	Cornichon protein	0.00019611688566385565	0.0002941753284957835
Cornifin	PF02389	Cornifin (SPRR) family	0.00014708766424789175	0.0002941753284957835
Coronavirus_5	PF05528	Coronavirus gene 5 protein	NA	NA
Corona_3	PF04694	Coronavirus ORF3 protein	NA	NA
Corona_5a	PF06336	Coronavirus 5a protein	NA	NA
Corona_6B_7B	PF03262	Coronavirus 6B/7B protein	NA	NA
Corona_7	PF02398	Coronavirus protein 7	NA	NA
Corona_I	PF03187	Corona nucleocapsid I protein	NA	NA
Corona_NS1	PF06145	Coronavirus nonstructural protein NS1	NA	NA
Corona_NS12-7	PF04753	Coronavirus non-structural protein NS12.7 family	NA	NA
Corona_NS2A	PF05213	Coronavirus NS2A protein	NA	NA
Corona_NS3b	PF03053	ORF3b coronavirus protein	NA	NA
Corona_NS4	PF03905	Coronavirus non-structural protein NS4	NA	NA
CortBP2	PF09727	Cortactin-binding protein-2	0.00019611688566385565	0.00019611688566385565
Cortex-I_coil	PF09304	Cortexillin I, coiled coil	NA	NA
Cortexin	PF11057	Cortexin of kidney	0.0002451461070798196	0.0002451461070798196
COS	PF18568	TRIM C-terminal subgroup One Signature domain	0.00019611688566385565	0.00019611688566385565
Costars	PF14705	Costars	9.805844283192783e-05	9.805844283192783e-05
CotE	PF10628	Outer spore coat protein E (CotE)	NA	NA
CotH	PF08757	CotH kinase protein	NA	NA
CotJA	PF11007	Spore coat associated protein JA (CotJA)	NA	NA
CotJB	PF12652	CotJB protein	NA	NA
Couple_hipA	PF13657	HipA N-terminal domain	NA	NA
CoV_E	PF02723	Coronavirus small envelope protein E	NA	NA
CoV_M	PF01635	Coronavirus M matrix/glycoprotein	NA	NA
CoV_Methyltr_1	PF06471	Coronavirus guanine-N7 methyltransferase	NA	NA
CoV_Methyltr_2	PF06460	Coronavirus 2'-O-methyltransferase	NA	NA
CoV_NSP10	PF09401	Coronavirus RNA synthesis protein NSP10	NA	NA
CoV_NSP15_C	PF19215	Coronavirus replicase NSP15, uridylate-specific endoribonuclease	NA	NA
CoV_NSP15_M	PF19216	Coronavirus replicase NSP15, middle domain	NA	NA
CoV_NSP15_N	PF19219	Coronavirus replicase NSP15, N-terminal oligomerisation	NA	NA
CoV_NSP2_C	PF19212	Coronavirus replicase NSP2, C-terminal	NA	NA
CoV_NSP2_N	PF19211	Coronavirus replicase NSP2, N-terminal	NA	NA
CoV_NSP3_C	PF19218	Coronavirus replicase NSP3, C-terminal	NA	NA
CoV_NSP4_C	PF16348	Coronavirus replicase NSP4, C-terminal	NA	NA
CoV_NSP4_N	PF19217	Coronavirus replicase NSP4, N-terminal	NA	NA
CoV_NSP6	PF19213	Coronavirus replicase NSP6	NA	NA
CoV_NSP7	PF08716	Coronavirus replicase NSP7	NA	NA
CoV_NSP8	PF08717	Coronavirus replicase NSP8	NA	NA
CoV_NSP9	PF08710	Coronavirus replicase NSP9	NA	NA
CoV_nucleocap	PF00937	Coronavirus nucleocapsid	NA	NA
CoV_peptidase	PF08715	Coronavirus papain-like peptidase	NA	NA
CoV_RPol_N	PF06478	Coronavirus RNA-dependent RNA polymerase, N-terminal	NA	NA
CoV_S1	PF01600	Coronavirus spike glycoprotein S1	NA	NA
CoV_S1_C	PF19209	Coronavirus spike glycoprotein S1, C-terminal	NA	NA
CoV_S2	PF01601	Coronavirus spike glycoprotein S2	NA	NA
CoV_S2_C	PF19214	Coronavirus spike glycoprotein S2, intravirion	NA	NA
COX1	PF00115	Cytochrome C and Quinol oxidase polypeptide I	4.902922141596391e-05	4.902922141596391e-05
COX14	PF14880	Cytochrome oxidase c assembly	4.902922141596391e-05	4.902922141596391e-05
COX15-CtaA	PF02628	Cytochrome oxidase assembly protein	4.902922141596391e-05	4.902922141596391e-05
COX16	PF14138	Cytochrome c oxidase assembly protein COX16	4.902922141596391e-05	4.902922141596391e-05
COX17	PF05051	Cytochrome C oxidase copper chaperone (COX17)	4.902922141596391e-05	4.902922141596391e-05
COX2	PF00116	Cytochrome C oxidase subunit II, periplasmic domain	4.902922141596391e-05	4.902922141596391e-05
COX2-transmemb	PF09125	Cytochrome C oxidase subunit II, transmembrane	NA	NA
COX2_TM	PF02790	Cytochrome C oxidase subunit II, transmembrane domain	4.902922141596391e-05	4.902922141596391e-05
COX3	PF00510	Cytochrome c oxidase subunit III	4.902922141596391e-05	4.902922141596391e-05
COX4	PF02936	Cytochrome c oxidase subunit IV	9.805844283192783e-05	9.805844283192783e-05
COX4_pro	PF03626	Prokaryotic Cytochrome C oxidase subunit IV	NA	NA
COX4_pro_2	PF07835	Bacterial aa3 type cytochrome c oxidase subunit IV	NA	NA
COX5A	PF02284	Cytochrome c oxidase subunit Va	4.902922141596391e-05	4.902922141596391e-05
COX5B	PF01215	Cytochrome c oxidase subunit Vb	4.902922141596391e-05	4.902922141596391e-05
COX6A	PF02046	Cytochrome c oxidase subunit VIa	9.805844283192783e-05	9.805844283192783e-05
COX6B	PF02297	Cytochrome oxidase c subunit VIb	0.00014708766424789175	0.00014708766424789175
COX6C	PF02937	Cytochrome c oxidase subunit VIc	4.902922141596391e-05	4.902922141596391e-05
COX7a	PF02238	Cytochrome c oxidase subunit VII	0.00019611688566385565	0.00019611688566385565
COX7B	PF05392	Cytochrome C oxidase chain VIIB	9.805844283192783e-05	9.805844283192783e-05
COX7C	PF02935	Cytochrome c oxidase subunit VIIc	4.902922141596391e-05	4.902922141596391e-05
COX8	PF02285	Cytochrome oxidase c subunit VIII	9.805844283192783e-05	9.805844283192783e-05
COXG	PF06240	Carbon monoxide dehydrogenase subunit G (CoxG)	NA	NA
CoxIIa	PF08113	Cytochrome c oxidase subunit IIa family	NA	NA
COX_ARM	PF06481	COX Aromatic Rich Motif	NA	NA
Co_AT_N	PF12557	Cob(I)alamin adenosyltransferase N terminal	NA	NA
CO_deh_flav_C	PF03450	CO dehydrogenase flavoprotein C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
CO_dh	PF02552	CO dehydrogenase beta subunit/acetyl-CoA synthase epsilon subunit	NA	NA
CP12	PF02672	CP12 domain	NA	NA
CP2	PF04516	CP2 transcription factor	0.0002941753284957835	0.0002941753284957835
CPBP	PF02517	CPBP intramembrane metalloprotease	4.902922141596391e-05	4.902922141596391e-05
CpcD	PF01383	CpcD/allophycocyanin linker domain	NA	NA
CPCFC	PF17223	Cuticle protein CPCFC	NA	NA
CPDase	PF07823	Cyclic phosphodiesterase-like protein	NA	NA
CpeS	PF09367	CpeS-like protein	NA	NA
CpeT	PF06206	CpeT/CpcT family (DUF1001)	NA	NA
CPG4	PF15481	Chondroitin proteoglycan 4	NA	NA
CPL	PF08144	CPL (NUC119) domain	4.902922141596391e-05	4.902922141596391e-05
cPLA2_C2	PF18695	Cytosolic phospholipases A2 C2-domain	0.00019611688566385565	0.00019611688566385565
Cpn10	PF00166	Chaperonin 10 Kd subunit	4.902922141596391e-05	4.902922141596391e-05
Cpn60_TCP1	PF00118	TCP-1/cpn60 chaperonin family	0.0007844675426554226	0.0008334967640713865
CPP1-like	PF11833	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	NA	NA
CppA_C	PF14507	CppA C-terminal	NA	NA
CppA_N	PF14506	CppA N-terminal	NA	NA
CPSase_L_D2	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	0.0003432045499117474	0.00044126299274367523
CPSase_L_D3	PF02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	9.805844283192783e-05	9.805844283192783e-05
CPSase_sm_chain	PF00988	Carbamoyl-phosphate synthase small chain, CPSase domain	9.805844283192783e-05	9.805844283192783e-05
CPSF100_C	PF13299	Cleavage and polyadenylation factor 2 C-terminal	4.902922141596391e-05	4.902922141596391e-05
CPSF73-100_C	PF11718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	4.902922141596391e-05	4.902922141596391e-05
CPSF_A	PF03178	CPSF A subunit region	0.00014708766424789175	0.00014708766424789175
CPT	PF07931	Chloramphenicol phosphotransferase-like protein	NA	NA
Cpta_toxin	PF07254	Membrane-bound toxin component of toxin-antitoxin system	NA	NA
CPT_N	PF16484	Carnitine O-palmitoyltransferase N-terminus	0.00014708766424789175	0.00014708766424789175
CPV_Polyhedrin	PF17515	Cypovirus polyhedrin	NA	NA
CPW_WPC	PF09717	Plasmodium falciparum domain of unknown function (CPW_WPC)	NA	NA
CpxA_peri	PF16527	Two-component sensor protein CpxA, periplasmic domain	NA	NA
CpXC	PF14353	CpXC protein	NA	NA
cpYpsA	PF12694	Circularly permutated YpsA SLOG family	NA	NA
CP_ATPgrasp_1	PF04174	A circularly permuted ATPgrasp	NA	NA
CP_ATPgrasp_2	PF14403	Circularly permuted ATP-grasp type 2	NA	NA
CR6_interact	PF10147	Growth arrest and DNA-damage-inducible proteins-interacting protein 1	4.902922141596391e-05	4.902922141596391e-05
CRA	PF06589	Circumsporozoite-related antigen (CRA)	NA	NA
CRAL_TRIO	PF00650	CRAL/TRIO domain	0.0006864090998234948	0.0006864090998234948
CRAL_TRIO_2	PF13716	Divergent CRAL/TRIO domain	0.0006373798784075309	0.0006373798784075309
CRAL_TRIO_N	PF03765	CRAL/TRIO, N-terminal domain	0.0003432045499117474	0.0003432045499117474
CRAM_rpt	PF07016	Cysteine-rich acidic integral membrane protein precursor	NA	NA
CRA_rpt	PF07046	Cytoplasmic repetitive antigen (CRA) like repeat	NA	NA
CRCB	PF02537	CrcB-like protein, Camphor Resistance (CrcB)	NA	NA
CRC_subunit	PF08624	Chromatin remodelling complex Rsc7/Swp82 subunit	NA	NA
CreA	PF05981	CreA protein	NA	NA
Creatinase_N	PF01321	Creatinase/Prolidase N-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Creatinase_N_2	PF16189	Creatinase/Prolidase N-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Creatininase	PF02633	Creatinine amidohydrolase	NA	NA
Creb_binding	PF09030	Creb binding	9.805844283192783e-05	9.805844283192783e-05
CreD	PF06123	Inner membrane protein CreD	NA	NA
Cren7	PF11520	Chromatin protein Cren7	NA	NA
CREPT	PF16566	Cell-cycle alteration and expression-elevated protein in tumour	0.00014708766424789175	0.00014708766424789175
CReP_N	PF10472	eIF2-alpha phosphatase phosphorylation constitutive repressor	4.902922141596391e-05	4.902922141596391e-05
Crescentin	PF19220	Crescentin protein	NA	NA
CRF	PF00473	Corticotropin-releasing factor family	0.00019611688566385565	0.00019611688566385565
CRF-BP	PF05428	Corticotropin-releasing factor binding protein (CRF-BP)	4.902922141596391e-05	4.902922141596391e-05
CRF1	PF10380	Transcription factor CRF1	NA	NA
CrgA	PF06781	Cell division protein CrgA	NA	NA
CRIC_ras_sig	PF10534	Connector enhancer of kinase suppressor of ras	0.00019611688566385565	0.00019611688566385565
CRIM	PF16978	SAPK-interacting protein 1 (Sin1), middle CRIM domain	4.902922141596391e-05	4.902922141596391e-05
Crinivirus_P26	PF07416	Crinivirus P26 protein	NA	NA
Cript	PF10235	Microtubule-associated protein CRIPT	4.902922141596391e-05	4.902922141596391e-05
Crisp	PF08562	Crisp	0.00014708766424789175	0.00014708766424789175
CRISPR_assoc	PF08798	CRISPR associated protein	NA	NA
CRISPR_Cas2	PF09827	CRISPR associated protein Cas2	NA	NA
CRISPR_Cas6	PF10040	CRISPR-associated endoribonuclease Cas6	NA	NA
CRISPR_Cas9_WED	PF18061	CRISPR-Cas9 WED domain	NA	NA
CRISPR_Cse1	PF09481	CRISPR-associated protein Cse1 (CRISPR_cse1)	NA	NA
CRISPR_Cse2	PF09485	CRISPR-associated protein Cse2 (CRISPR_cse2)	NA	NA
Crl	PF07417	Sigma factor-binding transcriptional regulator Crl	NA	NA
CRM1_C	PF08767	CRM1 C terminal	4.902922141596391e-05	4.902922141596391e-05
CRM1_repeat	PF18777	Chromosome region maintenance or exportin repeat	4.902922141596391e-05	4.902922141596391e-05
CRM1_repeat_2	PF18784	CRM1 / Exportin repeat 2	4.902922141596391e-05	4.902922141596391e-05
CRM1_repeat_3	PF18787	CRM1 / Exportin repeat 3	4.902922141596391e-05	4.902922141596391e-05
Cro	PF09048	Cro	NA	NA
Croc_4	PF17691	Contingent replication of cDNA 4	NA	NA
Crp	PF00325	Bacterial regulatory proteins, crp family	NA	NA
CRPA	PF05745	Chlamydia 15 kDa cysteine-rich outer membrane protein (CRPA)	NA	NA
CRPV_capsid	PF08762	CRPV capsid protein like	NA	NA
Crr6	PF08847	Chlororespiratory reduction 6	NA	NA
CRR7	PF12095	Protein CHLORORESPIRATORY REDUCTION 7	NA	NA
CRS1_YhbY	PF01985	CRS1 / YhbY (CRM) domain	NA	NA
CRT-like	PF08627	CRT-like, chloroquine-resistance transporter-like	NA	NA
CRT10	PF08728	CRT10	NA	NA
CrtC	PF07143	CrtC N-terminal lipocalin domain	NA	NA
CrtO	PF18927	Glycosyl-4,4'-diaponeurosporenoate acyltransferase	NA	NA
Crust_neurohorm	PF01147	Crustacean CHH/MIH/GIH neurohormone family	NA	NA
Crust_neuro_H	PF03858	Crustacean neurohormone H	NA	NA
Cry1Ac_D5	PF17997	Insecticidal delta-endotoxin CryIA(c) domain 5	NA	NA
CryBP1	PF07029	CryBP1 protein	NA	NA
Cryptochrome_C	PF12546	Blue/Ultraviolet sensing protein C terminal	NA	NA
Crystall	PF00030	Beta/Gamma crystallin	0.0007354383212394587	0.0020592272994704843
Crystallin	PF00525	Alpha crystallin A chain, N terminal	0.0002451461070798196	0.0002451461070798196
Crystall_2	PF09076	Beta/Gamma crystallin	NA	NA
Crystall_3	PF08964	Beta/Gamma crystallin	NA	NA
Crystall_4	PF17945	Beta/Gamma crystallin	NA	NA
CS	PF04969	CS domain	0.000588350656991567	0.0006373798784075309
Csa1	PF06023	CRISPR-associated exonuclease Csa1	NA	NA
CsbD	PF05532	CsbD-like	NA	NA
Csc2	PF18320	Csc2 Crispr	NA	NA
CSD	PF00313	'Cold-shock' DNA-binding domain	0.0003922337713277113	0.000588350656991567
CSD2	PF17876	Cold shock domain	NA	NA
Csd3_N	PF18059	Csd3 N-terminal	NA	NA
Cse1	PF08506	Cse1	0.00014708766424789175	0.00014708766424789175
CSF-1	PF05337	Macrophage colony stimulating factor-1 (CSF-1)	4.902922141596391e-05	4.902922141596391e-05
CSG2	PF16965	Ceramide synthase regulator	NA	NA
CsgA	PF17334	Minor curli fiber component A	NA	NA
CsgE	PF10627	Curli assembly protein CsgE	NA	NA
CsgF	PF10614	Type VIII secretion system (T8SS), CsgF protein	NA	NA
CsgG	PF03783	Curli production assembly/transport component CsgG	NA	NA
